VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
10, 10, -2.46,  9.18542, -0.49733, -0.6378, -0.27559, -0.71654,  1.00, -0.25984,  0.01575, -0.9685,  1.00,  0.93665,  0.27982,  0.96989,  0.98162,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
11, 11, -2.47014,  9.94786, -0.49636, -0.37795,  0.2126, -0.89764,  1.00, -0.11024,  0.02362, -0.99213, -1.00,  0.94092,  0.28028,  0.96996,  0.98163,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
12, 12,  1.62862, -38.84729,  1.27858, -0.43307, -0.51969,  0.74016,  1.00, -0.43307, -0.51969,  0.74016,  1.00,  0.33764,  0.36729,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
13, 13,  1.70966, -38.68919,  1.43791, -0.28346, -0.43307,  0.85039,  1.00, -0.43307, -0.51969,  0.74016, -1.00,  0.34288,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
14, 14,  1.9364, -38.96748,  1.37268,  0.07874, -0.40945,  0.90551,  1.00, -0.43307, -0.51969,  0.74016, -1.00,  0.33764,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
15, 15,  1.48292, -38.4109,  1.50314, -0.22835, -0.41732,  0.88189,  1.00, -0.43307, -0.51969,  0.74016, -1.00,  0.34798,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
16, 13,  1.70966, -38.68919,  1.43791, -0.28346, -0.43307,  0.85039,  1.00, -0.43307, -0.51969,  0.74016, -1.00,  0.34288,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
17, 16,  1.62862, -38.84729,  1.27858, -0.43307, -0.51969,  0.74016,  1.00, -0.43307, -0.51969,  0.74016,  1.00,  0.34798,  0.36729,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
18, 17, -1.48292, -42.83847, -1.50314, -0.77165,  0.6378, -0.03937,  1.00, -0.58268,  0.77953,  0.23622,  1.00,  0.28375,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
19, 18, -1.20223, -42.51725, -1.87722, -0.74803,  0.65354, -0.11024,  1.00, -0.58268,  0.77953,  0.23622,  1.00,  0.28835,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
20, 19, -1.18796, -42.55973, -1.6998, -0.58268,  0.77953,  0.23622,  1.00, -0.58268,  0.77953,  0.23622,  1.00,  0.28375,  0.26364,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
21, 20, -0.92154, -42.19602, -2.25129, -0.74803,  0.6063, -0.25984,  1.00, -0.58268,  0.77953,  0.23622,  1.00,  0.2924,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
22, 21, -1.18796, -42.55973, -1.6998, -0.58268,  0.77953,  0.23622,  1.00, -0.58268,  0.77953,  0.23622,  1.00,  0.2924,  0.26364,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
23, 18, -1.20223, -42.51725, -1.87722, -0.74803,  0.65354, -0.11024,  1.00, -0.58268,  0.77953,  0.23622,  1.00,  0.28835,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
24, 22, -2.41304, -44.24165, -2.98406E-15, -0.69291,  0.59055,  0.41732,  1.00, -0.48819,  0.74803,  0.45669, -1.00,  0.26424,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25, 23, -2.17282, -43.83666, -0.40503, -0.70866,  0.66142,  0.24409,  1.00, -0.48819,  0.74803,  0.45669, -1.00,  0.26824,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
26, 24, -2.02698, -43.77742, -0.3455, -0.48819,  0.74803,  0.45669,  1.00, -0.48819,  0.74803,  0.45669,  1.00,  0.26424,  0.26364,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
27, 25, -1.9326, -43.43167, -0.81005, -0.72441,  0.66142,  0.18898,  1.00, -0.48819,  0.74803,  0.45669,  1.00,  0.27299,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
28, 26, -2.02698, -43.77742, -0.3455, -0.48819,  0.74803,  0.45669,  1.00, -0.48819,  0.74803,  0.45669,  1.00,  0.27299,  0.26364,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
29, 23, -2.17282, -43.83666, -0.40503, -0.70866,  0.66142,  0.24409,  1.00, -0.48819,  0.74803,  0.45669, -1.00,  0.26824,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
30, 27,  1.48292, -43.35738, -1.50314,  0.66929, -0.66929,  0.32283,  1.00,  0.51969, -0.71654,  0.45669,  1.00,  0.31101,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
31, 28,  1.20246, -43.79951, -1.87778,  0.77953, -0.62205,  0.0315,  1.00,  0.51969, -0.71654,  0.45669, -1.00,  0.30717,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
32, 29,  1.11731, -43.77742, -1.7469,  0.51969, -0.71654,  0.45669,  1.00,  0.51969, -0.71654,  0.45669,  1.00,  0.31101,  0.36729,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
33, 30,  0.922, -44.24165, -2.25241,  0.77953, -0.6063, -0.17323,  1.00,  0.51969, -0.71654,  0.45669, -1.00,  0.30334,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
34, 31,  1.11731, -43.77742, -1.7469,  0.51969, -0.71654,  0.45669,  1.00,  0.51969, -0.71654,  0.45669,  1.00,  0.30334,  0.36729,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
35, 28,  1.20246, -43.79951, -1.87778,  0.77953, -0.62205,  0.0315,  1.00,  0.51969, -0.71654,  0.45669, -1.00,  0.30717,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
36, 32,  2.26771, -42.19602, -0.70943,  0.77165, -0.52756,  0.34646,  1.00,  0.04724, -0.58268,  0.81102,  1.00,  0.32169,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
37, 33,  1.87532, -42.7767, -1.10629,  0.67717, -0.66142,  0.32283,  1.00,  0.04724, -0.58268,  0.81102,  1.00,  0.31749,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
38, 34,  1.84301, -42.55973, -0.94813,  0.04724, -0.58268,  0.81102,  1.00,  0.04724, -0.58268,  0.81102,  1.00,  0.32169,  0.36729,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
39, 35,  1.48292, -43.35738, -1.50314,  0.66929, -0.66929,  0.32283,  1.00,  0.04724, -0.58268,  0.81102, -1.00,  0.31413,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
40, 36,  1.84301, -42.55973, -0.94813,  0.04724, -0.58268,  0.81102,  1.00,  0.04724, -0.58268,  0.81102,  1.00,  0.31413,  0.36729,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
41, 33,  1.87532, -42.7767, -1.10629,  0.67717, -0.66142,  0.32283,  1.00,  0.04724, -0.58268,  0.81102,  1.00,  0.31749,  0.35849,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
42, 37,  1.93256, -38.5146, -0.81011, -0.25984,  0.6378, -0.72441,  1.00, -0.25984,  0.6378, -0.72441,  1.00,  0.3276,  0.26016,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
43, 38,  2.02367, -38.96748, -1.23816,  0.2126,  0.58268, -0.77953,  1.00, -0.25984,  0.6378, -0.72441,  1.00,  0.31776,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
44, 39,  2.09717, -37.51187, -2.88945E-15,  0.48031,  0.56693, -0.67717,  1.00, -0.27559,  0.62992, -0.72441,  1.00,  0.3276,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
45, 40,  1.77739, -38.84729, -1.04927, -0.24409,  0.6378, -0.73228,  1.00, -0.24409,  0.6378, -0.73228,  1.00,  0.31776,  0.26016,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
46, 38,  2.02367, -38.96748, -1.23816,  0.2126,  0.58268, -0.77953,  1.00, -0.25984,  0.6378, -0.72441,  1.00,  0.31776,  0.27376,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
47, 37,  1.93256, -38.5146, -0.81011, -0.25984,  0.6378, -0.72441,  1.00, -0.25984,  0.6378, -0.72441,  1.00,  0.3276,  0.26016,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
48, 41,  2.09717, -9.68508, -1.26037E-15,  0.58268,  0.48031, -0.65354,  1.00,  0.58268,  0.48031, -0.65354,  1.00,  0.4525,  0.27661,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.88627,  0.11373,  0.00,  0.00
49, 42,  3.88498, -14.45315, -1.5167,  0.92913, -0.04724, -0.3622,  1.00,  0.4252,  0.40945, -0.81102, -1.00,  0.44516,  0.30745,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00
50, 43,  4.35505, -12.68157, -1.82467E-15,  0.99213,  0.02362,  0.14961,  1.00,  0.73228,  0.53543, -0.41732,  1.00,  0.4525,  0.3107,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.74118,  0.25882,  0.00,  0.00
51, 44,  1.92987, -11.24239, -0.81455,  0.18898,  0.37795, -0.90551,  1.00,  0.18898,  0.37795, -0.90551,  1.00,  0.44516,  0.27661,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.80,  0.20,  0.00,  0.00
52, 42,  3.88498, -14.45315, -1.5167,  0.92913, -0.04724, -0.3622,  1.00,  0.4252,  0.40945, -0.81102, -1.00,  0.44516,  0.30745,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00
53, 41,  2.09717, -9.68508, -1.26037E-15,  0.58268,  0.48031, -0.65354,  1.00,  0.58268,  0.48031, -0.65354,  1.00,  0.4525,  0.27661,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.88627,  0.11373,  0.00,  0.00
54, 45,  1.48292, -18.68413, -1.50314,  0.84252, -0.43307,  0.31496,  1.00,  0.84252, -0.43307,  0.31496,  1.00,  0.43721,  0.35603,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.52941,  0.47059,  0.00,  0.00
55, 46,  2.81569, -16.41351, -2.77022,  0.70079, -0.07087, -0.70866,  1.00,  0.89764, -0.44882,  0.01575, -1.00,  0.43721,  0.3283,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.52941,  0.47059,  0.00,  0.00
56, 47,  0.80594, -20.71828, -1.95936,  0.91339, -0.40157, -0.0315,  1.00,  0.91339, -0.40157, -0.0315,  1.00,  0.42904,  0.35603,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.64706,  0.35294,  0.00,  0.00
57, 48,  1.45526, -18.6274, -3.35943,  0.35433, -0.07874, -0.92913,  1.00,  0.84252, -0.41732, -0.33858, -1.00,  0.42904,  0.33163,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.59216,  0.40784,  0.00,  0.00
58, 47,  0.80594, -20.71828, -1.95936,  0.91339, -0.40157, -0.0315,  1.00,  0.91339, -0.40157, -0.0315,  1.00,  0.42904,  0.35603,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.64706,  0.35294,  0.00,  0.00
59, 46,  2.81569, -16.41351, -2.77022,  0.70079, -0.07087, -0.70866,  1.00,  0.89764, -0.44882,  0.01575, -1.00,  0.43721,  0.3283,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.52941,  0.47059,  0.00,  0.00
60, 49,  8.33866,  1.12936,  3.21456E-17, -0.46457, -0.88976,  0.00,  1.00, -0.34646,  0.04724,  0.93701,  1.00,  0.67833,  0.33195,  0.96603,  0.9824,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
61, 50,  9.64022,  0.10736,  0.48851, -0.04724, -0.00787,  1.00,  1.00, -0.33858,  0.07874,  0.93701,  1.00,  0.66473,  0.34238,  0.96583,  0.98256,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
62, 51,  8.40045,  0.26251, -2.09335E-17, -1.00,  0.07874,  0.00,  1.00, -0.33858,  0.08661,  0.93701, -1.00,  0.66473,  0.33105,  0.96583,  0.98239,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
63, 52,  9.75963,  1.66711,  0.48851,  0.05512, -0.22047,  0.97638,  1.00, -0.34646,  0.03937,  0.93701,  1.00,  0.67632,  0.34077,  0.966,  0.98253,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
64, 50,  9.64022,  0.10736,  0.48851, -0.04724, -0.00787,  1.00,  1.00, -0.33858,  0.07874,  0.93701,  1.00,  0.66473,  0.34238,  0.96583,  0.98256,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
65, 49,  8.33866,  1.12936,  3.21456E-17, -0.46457, -0.88976,  0.00,  1.00, -0.34646,  0.04724,  0.93701,  1.00,  0.67833,  0.33195,  0.96603,  0.9824,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
66, 53, -9.97236,  4.59942,  2.45074E-16, -0.25197,  0.9685,  0.00,  1.00,  0.00787,  0.47244,  0.88189,  1.00,  0.87073,  0.36459,  0.96891,  0.98289,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
67, 54, -8.77624,  4.06167,  0.48846,  0.07087,  0.17323,  0.98425,  1.00,  0.00,  0.40157,  0.92126, -1.00,  0.86905,  0.35225,  0.96888,  0.98271,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
68, 55, -10.29404,  4.06167,  0.48846,  0.00,  0.33858,  0.93701,  1.00,  0.00,  0.3937,  0.92126, -1.00,  0.85983,  0.36459,  0.96874,  0.98289,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
69, 56, -8.77624,  4.06167,  0.48846,  0.07087,  0.17323,  0.98425,  1.00,  0.00,  0.40157,  0.92126, -1.00,  0.85983,  0.35225,  0.96874,  0.98271,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
70, 57, -10.58602,  3.48592,  0.5423,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.30709,  0.95276, -1.00,  0.84968,  0.36459,  0.96859,  0.98289,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
71, 55, -10.29404,  4.06167,  0.48846,  0.00,  0.33858,  0.93701,  1.00,  0.00,  0.3937,  0.92126, -1.00,  0.85983,  0.36459,  0.96874,  0.98289,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
72, 57, -10.58602,  3.48592,  0.5423,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.30709,  0.95276, -1.00,  0.84968,  0.36459,  0.96859,  0.98289,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
73, 56, -8.77624,  4.06167,  0.48846,  0.07087,  0.17323,  0.98425,  1.00,  0.00,  0.40157,  0.92126, -1.00,  0.85983,  0.35225,  0.96874,  0.98271,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
74, 58, -8.11001,  3.61255,  0.53046,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.34646,  0.93701, -1.00,  0.84983,  0.34003,  0.96859,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
75, 58, -8.11001,  3.61255,  0.53046,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.34646,  0.93701, -1.00,  0.84983,  0.34003,  0.96859,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
76, 56, -8.77624,  4.06167,  0.48846,  0.07087,  0.17323,  0.98425,  1.00,  0.00,  0.40157,  0.92126, -1.00,  0.85983,  0.35225,  0.96874,  0.98271,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
77, 59, -7.84749,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.34003,  0.96874,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
78, 54, -8.77624,  4.06167,  0.48846,  0.07087,  0.17323,  0.98425,  1.00,  0.00,  0.40157,  0.92126, -1.00,  0.86905,  0.35225,  0.96888,  0.98271,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
79, 60, -7.49685,  4.59942,  3.18865E-16,  0.41732,  0.90551,  0.00,  1.00,  0.00,  0.46457,  0.88189,  1.00,  0.87073,  0.34003,  0.96891,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
80, 59, -7.84749,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.34003,  0.96874,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
81, 58, -8.11001,  3.61255,  0.53046,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.34646,  0.93701, -1.00,  0.84983,  0.34003,  0.96859,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
82, 59, -7.84749,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.34003,  0.96874,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
83, 61, -5.32266,  3.79949,  0.51298,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.34646,  0.93701, -1.00,  0.85121,  0.30505,  0.96861,  0.982,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
84, 60, -7.49685,  4.59942,  3.18865E-16,  0.41732,  0.90551,  0.00,  1.00,  0.00,  0.46457,  0.88189,  1.00,  0.87073,  0.34003,  0.96891,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
85, 62, -5.32152,  4.59943,  2.45074E-16, -0.25984,  0.9685,  0.00,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.87073,  0.30505,  0.96891,  0.982,  1.00,  1.00,  1.00,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
86, 59, -7.84749,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.34003,  0.96874,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
87, 63, -5.32238,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.30505,  0.96874,  0.982,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
88, 61, -5.32266,  3.79949,  0.51298,  0.00,  0.09449,  0.99213,  1.00,  0.00,  0.34646,  0.93701, -1.00,  0.85121,  0.30505,  0.96861,  0.982,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
89, 59, -7.84749,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.34003,  0.96874,  0.98252,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
90, 63, -5.32238,  4.06167,  0.48846,  0.00,  0.40157,  0.91339,  1.00,  0.00,  0.40157,  0.91339,  1.00,  0.85983,  0.30505,  0.96874,  0.982,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
