VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
19, 19, -0.77754,  8.87229,  183.17659, -0.35433,  0.85039, -0.38583,  1.00,  0.14961,  0.97638, -0.14173,  1.00,  0.65171,  0.21538,  0.16944,  0.42793,  1.00,  1.00,  1.00,  0.49804, 0, 2, 17, 0,  0.87843,  0.08235,  0.03922,  0.00
20, 20,  8.34055E-14,  8.61272,  181.97702,  0.22047,  0.83465, -0.50394,  1.00,  0.3622,  0.90551, -0.19685,  1.00,  0.65088,  0.19965,  0.16535,  0.45821,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
21, 21, -1.13356,  8.6454,  183.09697, -0.37795,  0.83465, -0.40157,  1.00,  0.10236,  0.98425, -0.15748,  1.00,  0.66646,  0.00713,  0.17923,  0.4277,  0.49804,  1.00,  1.00,  0.49804, 0, 2, 17, 0,  0.90196,  0.06275,  0.03529,  0.00
22, 22, -0.77754,  8.87229,  183.17659, -0.35433,  0.85039, -0.38583,  1.00,  0.14961,  0.97638, -0.14173,  1.00,  0.66617,  0.00713,  0.16944,  0.42793,  0.49804,  1.00,  1.00,  0.49804, 0, 2, 17, 0,  0.87843,  0.08235,  0.03922,  0.00
23, 23, -1.3327,  9.08889,  184.20016, -0.3937,  0.87402, -0.29134,  1.00,  0.07087,  0.99213, -0.06299,  1.00,  0.66646,  0.00774,  0.17331,  0.40304,  0.49804,  1.00,  1.00,  0.49804, 0, 2, 17, 0,  0.7451,  0.14118,  0.11373,  0.00
24, 24,  0.76753,  8.59438,  183.21187,  0.74803, -0.48031, -0.45669,  1.00,  0.9685,  0.02362, -0.24409, -1.00,  0.67374,  0.00784,  1.00,  1.00,  0.49804,  1.00,  1.00,  0.49804, 0, 2, 19, 0,  0.85882,  0.11373,  0.02745,  0.00
25, 25,  0.94414,  8.8653,  183.30299,  0.77953,  0.37795, -0.49606,  1.00,  0.96063,  0.14961, -0.22047,  1.00,  0.67407,  0.00784,  1.00,  1.00,  0.49804,  1.00,  1.00,  0.49804, 0, 2, 19, 0,  0.85098,  0.12157,  0.02745,  0.00
26, 26,  0.00,  8.61273,  181.97269, -0.2126,  0.72441, -0.66142,  1.00,  0.94488, -0.01575, -0.33071,  1.00,  0.67542,  0.00702,  1.00,  1.00,  0.49804,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
27, 27,  0.94414,  8.8653,  183.30299,  0.77953,  0.37795, -0.49606,  1.00,  0.54331,  0.83465, -0.11024, -1.00,  0.67407,  0.00784,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 2, 19, 0,  0.85098,  0.12157,  0.02745,  0.00
28, 28,  0.67488,  9.01568,  183.37148,  0.28346,  0.89764, -0.33071,  1.00,  0.47244,  0.87402, -0.08661,  1.00,  0.67472,  0.00784,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 2, 19, 0,  0.84314,  0.12941,  0.02745,  0.00
29, 29,  0.00,  8.61273,  181.97269, -0.2126,  0.72441, -0.66142,  1.00,  0.2126,  0.9685, -0.14961,  1.00,  0.67542,  0.00702,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
30, 30, -9.06023, -3.55267,  182.43147, -1.00,  0.03937, -0.0315,  1.00, -0.99213, -0.10236,  0.07087,  1.00,  0.69138,  0.01384,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 15, 2, 0,  0.69804,  0.27843,  0.02353,  0.00
31, 31, -9.03582, -3.53724,  181.76689, -1.00,  0.0315, -0.03937,  1.00, -0.99213, -0.11024,  0.04724,  1.00,  0.69109,  0.01384,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 15, 2, 0,  0.71373,  0.27843,  0.00784,  0.00
32, 32, -8.9856, -1.76828,  182.7119, -1.00,  0.06299,  0.00787,  1.00, -0.99213, -0.01575,  0.11024,  1.00,  0.69117,  0.01298,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 15, 2, 0,  0.80392,  0.14902,  0.04706,  0.00
33, 33, -9.07449, -3.56169,  182.81961, -1.00,  0.04724, -0.03937,  1.00, -0.99213, -0.09449,  0.08661,  1.00,  0.69155,  0.01384,  0.06602,  0.26694,  0.49804,  1.00,  1.00,  0.49804, 0, 15, 2, 0,  0.65882,  0.27843,  0.06275,  0.00
34, 34, -9.09738, -5.29311,  182.08067, -1.00,  0.0315, -0.06299,  1.00, -0.98425, -0.16535,  0.03937,  1.00,  0.69158,  0.01472,  0.06224,  0.29486,  0.49804,  1.00,  1.00,  0.49804, 0, 15, 2, 0,  0.57255,  0.40,  0.02745,  0.00
35, 35, -9.06023, -3.55267,  182.43147, -1.00,  0.03937, -0.0315,  1.00, -0.99213, -0.10236,  0.07087,  1.00,  0.69138,  0.01384,  0.07334,  0.26925,  0.49804,  1.00,  1.00,  0.49804, 0, 15, 2, 0,  0.69804,  0.27843,  0.02353,  0.00
36, 36,  8.9856, -1.76828,  182.7119,  1.00,  0.06299,  0.00787,  1.00,  0.99213, -0.01575,  0.11024, -1.00,  0.69117,  0.01298,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 14, 2, 0,  0.80392,  0.14902,  0.04706,  0.00
37, 37,  9.03582, -3.53724,  181.76689,  1.00,  0.0315, -0.03937,  1.00,  0.99213, -0.11024,  0.04724, -1.00,  0.69109,  0.01384,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 14, 2, 0,  0.71373,  0.27843,  0.00784,  0.00
38, 38,  9.06023, -3.55267,  182.43147,  1.00,  0.03937, -0.0315,  1.00,  0.99213, -0.10236,  0.07087, -1.00,  0.69138,  0.01384,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 0, 14, 2, 0,  0.69804,  0.27843,  0.02353,  0.00
39, 39,  9.06023, -3.55267,  182.43147,  1.00,  0.03937, -0.0315,  1.00,  0.99213, -0.10236,  0.07087, -1.00,  0.69138,  0.01384,  0.07334,  0.26925,  0.49804,  1.00,  1.00,  0.49804, 0, 14, 2, 0,  0.69804,  0.27843,  0.02353,  0.00
40, 40,  9.09738, -5.29311,  182.08067,  1.00,  0.0315, -0.06299,  1.00,  0.98425, -0.16535,  0.03937, -1.00,  0.69158,  0.01472,  0.06224,  0.29486,  0.49804,  1.00,  1.00,  0.49804, 0, 14, 2, 0,  0.57255,  0.40,  0.02745,  0.00
41, 41,  9.07449, -3.56169,  182.81961,  1.00,  0.04724, -0.03937,  1.00,  0.99213, -0.09449,  0.08661, -1.00,  0.69155,  0.01384,  0.06602,  0.26694,  0.49804,  1.00,  1.00,  0.49804, 0, 14, 2, 0,  0.65882,  0.27843,  0.06275,  0.00
42, 42, -1.72526,  7.97211,  177.35481, -0.28346,  0.72441, -0.62992,  1.00,  0.00,  1.00,  0.00, -1.00,  0.20447,  0.11637,  1.00,  1.00,  0.54902,  1.00,  0.00,  0.49804, 21, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
43, 43, -1.3673,  8.2013,  177.28778, -0.41732,  0.70866, -0.56693,  1.00,  0.00,  1.00,  0.00, -1.00,  0.20014,  0.1217,  1.00,  1.00,  0.54902,  1.00,  0.00,  0.49804, 21, 25, 26, 0,  0.50196,  0.47451,  0.02353,  0.00
44, 44, -1.22296,  9.08724,  177.75401, -0.29921,  0.82677, -0.47244,  1.00,  0.00,  1.00,  0.00, -1.00,  0.19777,  0.10357,  1.00,  1.00,  0.54902,  1.00,  1.00,  0.49804, 29, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
45, 45,  1.22296,  9.08724,  177.75401,  0.29921,  0.82677, -0.47244,  1.00,  0.00,  1.00,  0.00,  1.00,  0.19777,  0.10357,  1.00,  1.00,  0.54902,  1.00,  1.00,  0.49804, 72, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
46, 46,  1.3673,  8.2013,  177.28778,  0.41732,  0.70866, -0.56693,  1.00,  0.00,  1.00,  0.00,  1.00,  0.20014,  0.1217,  1.00,  1.00,  0.54902,  1.00,  0.00,  0.49804, 61, 25, 26, 0,  0.50196,  0.47451,  0.02353,  0.00
47, 47,  1.72526,  7.97211,  177.35481,  0.28346,  0.72441, -0.62992,  1.00,  0.00,  1.00,  0.00,  1.00,  0.20447,  0.11637,  1.00,  1.00,  0.54902,  1.00,  0.00,  0.49804, 61, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
48, 48, -8.36154, -4.66236,  177.49318, -0.99213,  0.0315, -0.13386,  1.00, -0.97638, -0.09449, -0.1811,  1.00,  0.67042,  0.02592,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
49, 49, -8.71164, -2.80133,  181.07582, -0.99213,  0.05512, -0.11024,  1.00, -0.99213, -0.11024, -0.00787,  1.00,  0.67042,  0.02375,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 2, 0, 0,  0.95294,  0.04706,  0.00,  0.00
50, 50, -7.50798, -7.78752,  177.82112, -0.88976, -0.45669,  0.07087,  1.00, -0.82677, -0.55906, -0.02362,  1.00,  0.67159,  0.02592,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
51, 50, -7.50798, -7.78752,  177.82112, -0.88976, -0.45669,  0.07087,  1.00, -0.82677, -0.55906, -0.02362,  1.00,  0.67159,  0.02592,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
52, 51, -5.28133, -10.63786,  175.48233, -0.6378, -0.76378,  0.05512,  1.00, -0.55118, -0.82677, -0.10236,  1.00,  0.67289,  0.0273,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
53, 52, -7.30452, -8.39446,  175.39383, -0.91339, -0.41732,  0.02362,  1.00, -0.79528, -0.59055, -0.12598,  1.00,  0.67159,  0.0273,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
54, 52, -7.30452, -8.39446,  175.39383, -0.91339, -0.41732,  0.02362,  1.00, -0.79528, -0.59055, -0.12598,  1.00,  0.67159,  0.0273,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
55, 51, -5.28133, -10.63786,  175.48233, -0.6378, -0.76378,  0.05512,  1.00, -0.55118, -0.82677, -0.10236,  1.00,  0.67289,  0.0273,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
56, 53, -7.06874, -8.94066,  172.95317, -0.83465, -0.55118,  0.0315,  1.00, -0.77953, -0.59055, -0.2126,  1.00,  0.67159,  0.02871,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
57, 53, -7.06874, -8.94066,  172.95317, -0.83465, -0.55118,  0.0315,  1.00, -0.77953, -0.59055, -0.2126,  1.00,  0.67159,  0.02871,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
58, 51, -5.28133, -10.63786,  175.48233, -0.6378, -0.76378,  0.05512,  1.00, -0.55118, -0.82677, -0.10236,  1.00,  0.67289,  0.0273,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
59, 54, -5.08672, -10.86569,  173.00119, -0.35433, -0.93701,  0.03937,  1.00, -0.50394, -0.84252, -0.18898, -1.00,  0.67289,  0.02871,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
60, 54, -5.08672, -10.86569,  173.00119, -0.35433, -0.93701,  0.03937,  1.00, -0.50394, -0.84252, -0.18898, -1.00,  0.67289,  0.02871,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
61, 55, -5.08236, -11.09047,  170.55371,  0.08661, -0.99213,  0.09449,  1.00, -0.56693, -0.7874, -0.23622, -1.00,  0.67289,  0.03008,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.90196,  0.09804,  0.00,  0.00
62, 53, -7.06874, -8.94066,  172.95317, -0.83465, -0.55118,  0.0315,  1.00, -0.77953, -0.59055, -0.2126,  1.00,  0.67159,  0.02871,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
63, 53, -7.06874, -8.94066,  172.95317, -0.83465, -0.55118,  0.0315,  1.00, -0.77953, -0.59055, -0.2126,  1.00,  0.67159,  0.02871,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
64, 55, -5.08236, -11.09047,  170.55371,  0.08661, -0.99213,  0.09449,  1.00, -0.56693, -0.7874, -0.23622, -1.00,  0.67289,  0.03008,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.90196,  0.09804,  0.00,  0.00
65, 56, -6.82305, -9.46775,  170.61897, -0.8189, -0.5748,  0.06299,  1.00, -0.71654, -0.64567, -0.25984,  1.00,  0.67159,  0.03008,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.90196,  0.09804,  0.00,  0.00
66, 57, -5.14786, -11.33266,  168.11089,  0.10236, -0.99213,  0.09449,  1.00, -0.53543, -0.81102, -0.24409, -1.00,  0.67289,  0.03146,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.75294,  0.24706,  0.00,  0.00
67, 56, -6.82305, -9.46775,  170.61897, -0.8189, -0.5748,  0.06299,  1.00, -0.71654, -0.64567, -0.25984,  1.00,  0.67159,  0.03008,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.90196,  0.09804,  0.00,  0.00
68, 55, -5.08236, -11.09047,  170.55371,  0.08661, -0.99213,  0.09449,  1.00, -0.56693, -0.7874, -0.23622, -1.00,  0.67289,  0.03008,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.90196,  0.09804,  0.00,  0.00
69, 58, -6.64555, -10.03206,  168.28964, -0.75591, -0.61417,  0.23622,  1.00, -0.68504, -0.68504, -0.25197,  1.00,  0.67159,  0.03146,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.75294,  0.24706,  0.00,  0.00
70, 56, -6.82305, -9.46775,  170.61897, -0.8189, -0.5748,  0.06299,  1.00, -0.71654, -0.64567, -0.25984,  1.00,  0.67159,  0.03008,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.90196,  0.09804,  0.00,  0.00
71, 57, -5.14786, -11.33266,  168.11089,  0.10236, -0.99213,  0.09449,  1.00, -0.53543, -0.81102, -0.24409, -1.00,  0.67289,  0.03146,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.75294,  0.24706,  0.00,  0.00
72, 57, -5.14786, -11.33266,  168.11089,  0.10236, -0.99213,  0.09449,  1.00, -0.53543, -0.81102, -0.24409, -1.00,  0.67289,  0.03146,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.75294,  0.24706,  0.00,  0.00
73, 59, -5.53989, -11.57971,  166.51895, -0.0315, -0.97638,  0.2126,  1.00, -0.50394, -0.84252, -0.20472, -1.00,  0.67289,  0.03237,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.39608, 0, 4, 0, 0,  0.60,  0.40,  0.00,  0.00
74, 58, -6.64555, -10.03206,  168.28964, -0.75591, -0.61417,  0.23622,  1.00, -0.68504, -0.68504, -0.25197,  1.00,  0.67159,  0.03146,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.75294,  0.24706,  0.00,  0.00
75, 58, -6.64555, -10.03206,  168.28964, -0.75591, -0.61417,  0.23622,  1.00, -0.68504, -0.68504, -0.25197,  1.00,  0.67159,  0.03146,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.49804, 0, 4, 0, 0,  0.75294,  0.24706,  0.00,  0.00
76, 59, -5.53989, -11.57971,  166.51895, -0.0315, -0.97638,  0.2126,  1.00, -0.50394, -0.84252, -0.20472, -1.00,  0.67289,  0.03237,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.39608, 0, 4, 0, 0,  0.60,  0.40,  0.00,  0.00
77, 60, -6.85869, -10.54825,  166.85255, -0.66929, -0.6378,  0.38583,  1.00, -0.65354, -0.73228, -0.19685,  1.00,  0.67159,  0.03237,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.39608, 0, 4, 0, 0,  0.60,  0.40,  0.00,  0.00
78, 61, -6.13764, -11.94288,  165.07283,  0.29921, -0.95276,  0.02362,  1.00, -0.46457, -0.87402, -0.15748, -1.00,  0.67289,  0.03326,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.29412, 4, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00
79, 60, -6.85869, -10.54825,  166.85255, -0.66929, -0.6378,  0.38583,  1.00, -0.65354, -0.73228, -0.19685,  1.00,  0.67159,  0.03237,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.39608, 0, 4, 0, 0,  0.60,  0.40,  0.00,  0.00
80, 59, -5.53989, -11.57971,  166.51895, -0.0315, -0.97638,  0.2126,  1.00, -0.50394, -0.84252, -0.20472, -1.00,  0.67289,  0.03237,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.39608, 0, 4, 0, 0,  0.60,  0.40,  0.00,  0.00
81, 62, -7.19701, -11.12097,  165.44743, -0.53543, -0.61417,  0.58268,  1.00, -0.61417, -0.77953, -0.14173,  1.00,  0.67159,  0.03326,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.29412, 4, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00
82, 60, -6.85869, -10.54825,  166.85255, -0.66929, -0.6378,  0.38583,  1.00, -0.65354, -0.73228, -0.19685,  1.00,  0.67159,  0.03237,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.39608, 0, 4, 0, 0,  0.60,  0.40,  0.00,  0.00
83, 61, -6.13764, -11.94288,  165.07283,  0.29921, -0.95276,  0.02362,  1.00, -0.46457, -0.87402, -0.15748, -1.00,  0.67289,  0.03326,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.29412, 4, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00
84, 61, -6.13764, -11.94288,  165.07283,  0.29921, -0.95276,  0.02362,  1.00, -0.46457, -0.87402, -0.15748, -1.00,  0.67289,  0.03326,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.29412, 4, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00
85, 63, -7.18688, -12.29171,  164.13409,  0.05512, -0.96063,  0.27559,  1.00, -0.43307, -0.89764, -0.07874, -1.00,  0.67289,  0.03408,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.19608, 4, 0, 0, 0,  0.80,  0.20,  0.00,  0.00
86, 62, -7.19701, -11.12097,  165.44743, -0.53543, -0.61417,  0.58268,  1.00, -0.61417, -0.77953, -0.14173,  1.00,  0.67159,  0.03326,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.29412, 4, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00
87, 62, -7.19701, -11.12097,  165.44743, -0.53543, -0.61417,  0.58268,  1.00, -0.61417, -0.77953, -0.14173,  1.00,  0.67159,  0.03326,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.29412, 4, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00
88, 63, -7.18688, -12.29171,  164.13409,  0.05512, -0.96063,  0.27559,  1.00, -0.43307, -0.89764, -0.07874, -1.00,  0.67289,  0.03408,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.19608, 4, 0, 0, 0,  0.80,  0.20,  0.00,  0.00
89, 64, -7.83464, -11.80042,  164.37294, -0.40157, -0.54331,  0.74016,  1.00, -0.5748, -0.8189, -0.05512,  1.00,  0.67159,  0.03408,  0.99605,  0.99494,  1.00,  1.00,  1.00,  0.19608, 4, 0, 0, 0,  0.80,  0.20,  0.00,  0.00
