VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
10, 5589, -4.01168,  130.90227,  8.07096E-15, -0.77165,  0.1811,  0.6063,  1.00, -0.24409,  0.06299,  0.9685, -1.00,  0.88267,  0.2214,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 0,  0.43922,  0.31765,  0.24314,  0.00
11, 5590, -1.39829,  131.18098,  0.64614,  0.10236, -0.02362,  0.99213,  1.00, -0.24409,  0.06299,  0.9685,  1.00,  0.88267,  0.19121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
12, 5589, -4.01168,  130.90227,  8.07096E-15, -0.77165,  0.1811,  0.6063,  1.00, -0.24409,  0.06299,  0.9685, -1.00,  0.88267,  0.2214,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 0,  0.43922,  0.31765,  0.24314,  0.00
13, 5591, -3.59464,  132.31392,  8.15591E-15, -0.84252,  0.28346, -0.46457,  1.00, -0.25197,  0.08661,  0.9685,  1.00,  0.891,  0.22218,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 0,  0.38039,  0.32549,  0.29412,  0.00
14, 5590, -1.39829,  131.18098,  0.64614,  0.10236, -0.02362,  0.99213,  1.00, -0.24409,  0.06299,  0.9685,  1.00,  0.88267,  0.19121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
15, 5590, -1.39829,  131.18098,  0.64614,  0.10236, -0.02362,  0.99213,  1.00, -0.24409,  0.06299,  0.9685,  1.00,  0.88267,  0.19121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
16, 5591, -3.59464,  132.31392,  8.15591E-15, -0.84252,  0.28346, -0.46457,  1.00, -0.25197,  0.08661,  0.9685,  1.00,  0.891,  0.22218,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 0,  0.38039,  0.32549,  0.29412,  0.00
17, 5592, -0.96158,  132.67938,  0.64614,  0.09449, -0.0315,  0.99213,  1.00, -0.25197,  0.07874,  0.9685,  1.00,  0.891,  0.19097,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
18, 5593, -2.94147,  133.94176,  8.25558E-15, -0.92913,  0.37795,  0.00,  1.00, -0.25197,  0.09449,  0.96063,  1.00,  0.89873,  0.2218,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 11, 13, 0,  0.41176,  0.30588,  0.28235,  0.00
19, 5592, -0.96158,  132.67938,  0.64614,  0.09449, -0.0315,  0.99213,  1.00, -0.25197,  0.07874,  0.9685,  1.00,  0.891,  0.19097,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
20, 5591, -3.59464,  132.31392,  8.15591E-15, -0.84252,  0.28346, -0.46457,  1.00, -0.25197,  0.08661,  0.9685,  1.00,  0.891,  0.22218,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 0,  0.38039,  0.32549,  0.29412,  0.00
21, 5594, -0.44248,  134.00769,  0.64614,  0.08661, -0.03937,  0.99213,  1.00, -0.25197,  0.09449,  0.96063, -1.00,  0.89873,  0.19229,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69804,  0.30196,  0.00,  0.00
22, 5592, -0.96158,  132.67938,  0.64614,  0.09449, -0.0315,  0.99213,  1.00, -0.25197,  0.07874,  0.9685,  1.00,  0.891,  0.19097,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
23, 5593, -2.94147,  133.94176,  8.25558E-15, -0.92913,  0.37795,  0.00,  1.00, -0.25197,  0.09449,  0.96063,  1.00,  0.89873,  0.2218,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 11, 13, 0,  0.41176,  0.30588,  0.28235,  0.00
24, 5593, -2.94147,  133.94176,  8.25558E-15, -0.92913,  0.37795,  0.00,  1.00, -0.25197,  0.09449,  0.96063,  1.00,  0.89873,  0.2218,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 11, 13, 0,  0.41176,  0.30588,  0.28235,  0.00
25, 5595, -1.80486,  136.69427,  8.39563E-15, -0.74803,  0.31496,  0.58268,  1.00, -0.24409,  0.10236,  0.96063,  1.00,  0.93547,  0.22008,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 13, 11, 0,  0.60392,  0.20784,  0.18824,  0.00
26, 5594, -0.44248,  134.00769,  0.64614,  0.08661, -0.03937,  0.99213,  1.00, -0.25197,  0.09449,  0.96063, -1.00,  0.89873,  0.19229,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69804,  0.30196,  0.00,  0.00
27, 5594, -0.44248,  134.00769,  0.64614,  0.08661, -0.03937,  0.99213,  1.00, -0.25197,  0.09449,  0.96063, -1.00,  0.89873,  0.19229,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69804,  0.30196,  0.00,  0.00
28, 5595, -1.80486,  136.69427,  8.39563E-15, -0.74803,  0.31496,  0.58268,  1.00, -0.24409,  0.10236,  0.96063,  1.00,  0.93547,  0.22008,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 13, 11, 0,  0.60392,  0.20784,  0.18824,  0.00
29, 5596, -0.01285,  134.95671,  0.64614, -0.03937, -0.01575,  1.00,  1.00, -0.24409,  0.10236,  0.96063, -1.00,  0.90389,  0.19053,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.74118,  0.25882,  0.00,  0.00
30, 5596, -0.01285,  134.95671,  0.64614, -0.03937, -0.01575,  1.00,  1.00, -0.24409,  0.10236,  0.96063, -1.00,  0.90389,  0.19053,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.74118,  0.25882,  0.00,  0.00
31, 5595, -1.80486,  136.69427,  8.39563E-15, -0.74803,  0.31496,  0.58268,  1.00, -0.24409,  0.10236,  0.96063,  1.00,  0.93547,  0.22008,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 13, 11, 0,  0.60392,  0.20784,  0.18824,  0.00
32, 5597, -6.66035E-15,  140.91969,  8.68435E-15, -0.30709,  0.45669, -0.83465,  1.00, -0.24409,  0.10236,  0.96063,  1.00,  0.93536,  0.19336,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
33, 5598, -0.01285,  134.95671,  0.64614, -0.03937, -0.01575,  1.00,  1.00,  0.40945, -0.1811,  0.89764, -1.00,  0.90389,  0.16157,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.74118,  0.25882,  0.00,  0.00
34, 5599,  0.00572,  134.51279,  0.54614,  0.14961, -0.2126,  0.9685,  1.00,  0.40945, -0.1811,  0.89764, -1.00,  0.89975,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.72157,  0.27843,  0.00,  0.00
35, 5600, -0.44248,  134.00769,  0.64614,  0.08661, -0.03937,  0.99213,  1.00,  0.41732, -0.16535,  0.89764, -1.00,  0.89873,  0.16013,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69804,  0.30196,  0.00,  0.00
36, 5600, -0.44248,  134.00769,  0.64614,  0.08661, -0.03937,  0.99213,  1.00,  0.41732, -0.16535,  0.89764, -1.00,  0.89873,  0.16013,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69804,  0.30196,  0.00,  0.00
37, 5599,  0.00572,  134.51279,  0.54614,  0.14961, -0.2126,  0.9685,  1.00,  0.40945, -0.1811,  0.89764, -1.00,  0.89975,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.72157,  0.27843,  0.00,  0.00
38, 5601, -0.25811,  133.92999,  0.54614,  0.41732, -0.17323,  0.89764,  1.00,  0.41732, -0.16535,  0.89764, -1.00,  0.89663,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69412,  0.30588,  0.00,  0.00
39, 5600, -0.44248,  134.00769,  0.64614,  0.08661, -0.03937,  0.99213,  1.00,  0.41732, -0.16535,  0.89764, -1.00,  0.89873,  0.16013,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69804,  0.30196,  0.00,  0.00
40, 5601, -0.25811,  133.92999,  0.54614,  0.41732, -0.17323,  0.89764,  1.00,  0.41732, -0.16535,  0.89764, -1.00,  0.89663,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69412,  0.30588,  0.00,  0.00
41, 5602, -0.96158,  132.67938,  0.64614,  0.09449, -0.0315,  0.99213,  1.00,  0.4252, -0.14173,  0.89764, -1.00,  0.891,  0.16145,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
42, 5602, -0.96158,  132.67938,  0.64614,  0.09449, -0.0315,  0.99213,  1.00,  0.4252, -0.14173,  0.89764, -1.00,  0.891,  0.16145,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
43, 5601, -0.25811,  133.92999,  0.54614,  0.41732, -0.17323,  0.89764,  1.00,  0.41732, -0.16535,  0.89764, -1.00,  0.89663,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.69412,  0.30588,  0.00,  0.00
44, 5603, -0.77206,  132.61487,  0.54614,  0.4252, -0.13386,  0.89764,  1.00,  0.4252, -0.14173,  0.89764,  1.00,  0.891,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
45, 5602, -0.96158,  132.67938,  0.64614,  0.09449, -0.0315,  0.99213,  1.00,  0.4252, -0.14173,  0.89764, -1.00,  0.891,  0.16145,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
46, 5603, -0.77206,  132.61487,  0.54614,  0.4252, -0.13386,  0.89764,  1.00,  0.4252, -0.14173,  0.89764,  1.00,  0.891,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
47, 5604, -1.39829,  131.18098,  0.64614,  0.10236, -0.02362,  0.99213,  1.00,  0.43307, -0.10236,  0.89764, -1.00,  0.88267,  0.16121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
48, 5604, -1.39829,  131.18098,  0.64614,  0.10236, -0.02362,  0.99213,  1.00,  0.43307, -0.10236,  0.89764, -1.00,  0.88267,  0.16121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
49, 5603, -0.77206,  132.61487,  0.54614,  0.4252, -0.13386,  0.89764,  1.00,  0.4252, -0.14173,  0.89764,  1.00,  0.891,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.63922,  0.36078,  0.00,  0.00
50, 5605, -1.20398,  131.1329,  0.54614,  0.43307, -0.10236,  0.89764,  1.00,  0.43307, -0.11024,  0.89764,  1.00,  0.88267,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
51, 5604, -1.39829,  131.18098,  0.64614,  0.10236, -0.02362,  0.99213,  1.00,  0.43307, -0.10236,  0.89764, -1.00,  0.88267,  0.16121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
52, 5605, -1.20398,  131.1329,  0.54614,  0.43307, -0.10236,  0.89764,  1.00,  0.43307, -0.11024,  0.89764,  1.00,  0.88267,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
53, 5606, -1.66725,  129.86409,  0.64614,  0.10236, -0.01575,  0.99213,  1.00,  0.44094, -0.07087,  0.89764, -1.00,  0.8758,  0.16058,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.52157,  0.47843,  0.00,  0.00
54, 5606, -1.66725,  129.86409,  0.64614,  0.10236, -0.01575,  0.99213,  1.00,  0.44094, -0.07087,  0.89764, -1.00,  0.8758,  0.16058,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.52157,  0.47843,  0.00,  0.00
55, 5605, -1.20398,  131.1329,  0.54614,  0.43307, -0.10236,  0.89764,  1.00,  0.43307, -0.11024,  0.89764,  1.00,  0.88267,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.57647,  0.42353,  0.00,  0.00
56, 5607, -1.46932,  129.83372,  0.54614,  0.44094, -0.06299,  0.89764,  1.00,  0.44094, -0.07087,  0.89764,  1.00,  0.8758,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.52157,  0.47843,  0.00,  0.00
57, 5606, -1.66725,  129.86409,  0.64614,  0.10236, -0.01575,  0.99213,  1.00,  0.44094, -0.07087,  0.89764, -1.00,  0.8758,  0.16058,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.52157,  0.47843,  0.00,  0.00
58, 5607, -1.46932,  129.83372,  0.54614,  0.44094, -0.06299,  0.89764,  1.00,  0.44094, -0.07087,  0.89764,  1.00,  0.8758,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.52157,  0.47843,  0.00,  0.00
59, 5608, -1.78352,  128.74039,  0.64614,  0.09449,  0.00787,  0.99213,  1.00,  0.44094, -0.05512,  0.89764,  1.00,  0.86991,  0.1588,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.52157,  0.47059,  0.00784,  0.00
60, 5608, -1.78352,  128.74039,  0.64614,  0.09449,  0.00787,  0.99213,  1.00,  0.44094, -0.05512,  0.89764,  1.00,  0.86991,  0.1588,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.52157,  0.47059,  0.00784,  0.00
61, 5607, -1.46932,  129.83372,  0.54614,  0.44094, -0.06299,  0.89764,  1.00,  0.44094, -0.07087,  0.89764,  1.00,  0.8758,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 10, 8, 0, 0,  0.52157,  0.47843,  0.00,  0.00
62, 5609, -1.57671,  128.79581,  0.54614,  0.3937,  0.15748,  0.90551,  1.00,  0.44094, -0.05512,  0.89764,  1.00,  0.86991,  0.15301,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 0, 0,  0.52549,  0.47451,  0.00,  0.00
63, 5610, -4.21819,  129.86322,  8.00734E-15, -0.70079,  0.07087, -0.70866,  1.00, -0.23622, -0.07087,  0.9685,  1.00,  0.86523,  0.2183,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 0,  0.48235,  0.27059,  0.24706,  0.00
64, 5611, -1.78352,  128.74039,  0.64614,  0.09449,  0.00787,  0.99213,  1.00, -0.24409, -0.07087,  0.9685, -1.00,  0.86642,  0.19362,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.52157,  0.47059,  0.00784,  0.00
65, 5612, -4.23197,  128.4007,  7.86364E-15, -0.74803, -0.18898,  0.6378,  1.00, -0.22835, -0.07087,  0.9685,  1.00,  0.85859,  0.21932,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.53333,  0.32941,  0.12549,  0.01176
66, 5613, -1.08079,  127.77017,  0.64614,  0.08661,  0.07087,  0.99213,  1.00, -0.22835, -0.07087,  0.9685,  1.00,  0.85859,  0.19203,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.5451,  0.43529,  0.01961,  0.00
67, 5612, -4.23197,  128.4007,  7.86364E-15, -0.74803, -0.18898,  0.6378,  1.00, -0.22835, -0.07087,  0.9685,  1.00,  0.85859,  0.21932,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.53333,  0.32941,  0.12549,  0.01176
68, 5611, -1.78352,  128.74039,  0.64614,  0.09449,  0.00787,  0.99213,  1.00, -0.24409, -0.07087,  0.9685, -1.00,  0.86642,  0.19362,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.52157,  0.47059,  0.00784,  0.00
69, 5612, -4.23197,  128.4007,  7.86364E-15, -0.74803, -0.18898,  0.6378,  1.00, -0.22835, -0.07087,  0.9685,  1.00,  0.85859,  0.21932,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.53333,  0.32941,  0.12549,  0.01176
70, 5613, -1.08079,  127.77017,  0.64614,  0.08661,  0.07087,  0.99213,  1.00, -0.22835, -0.07087,  0.9685,  1.00,  0.85859,  0.19203,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.5451,  0.43529,  0.01961,  0.00
71, 5614, -3.82789,  126.93063,  7.77363E-15, -0.92126, -0.38583,  0.00,  1.00, -0.22047, -0.06299,  0.97638,  1.00,  0.85009,  0.2207,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.58431,  0.31765,  0.06667,  0.03137
72, 5615, -0.60354,  126.71532,  0.64614,  0.11024,  0.0315,  0.99213,  1.00, -0.22047, -0.06299,  0.97638, -1.00,  0.85009,  0.19121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.56863,  0.39608,  0.03529,  0.00
73, 5614, -3.82789,  126.93063,  7.77363E-15, -0.92126, -0.38583,  0.00,  1.00, -0.22047, -0.06299,  0.97638,  1.00,  0.85009,  0.2207,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.58431,  0.31765,  0.06667,  0.03137
74, 5613, -1.08079,  127.77017,  0.64614,  0.08661,  0.07087,  0.99213,  1.00, -0.22835, -0.07087,  0.9685,  1.00,  0.85859,  0.19203,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.5451,  0.43529,  0.01961,  0.00
75, 5614, -3.82789,  126.93063,  7.77363E-15, -0.92126, -0.38583,  0.00,  1.00, -0.22047, -0.06299,  0.97638,  1.00,  0.85009,  0.2207,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.58431,  0.31765,  0.06667,  0.03137
76, 5615, -0.60354,  126.71532,  0.64614,  0.11024,  0.0315,  0.99213,  1.00, -0.22047, -0.06299,  0.97638, -1.00,  0.85009,  0.19121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.56863,  0.39608,  0.03529,  0.00
77, 5616, -3.03811,  125.67716,  7.69770E-15, -0.83465, -0.25197, -0.48819,  1.00, -0.22835, -0.0315,  0.9685, -1.00,  0.84196,  0.22239,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.58431,  0.30196,  0.06667,  0.04706
78, 5617, -0.4769,  125.67629,  0.64614,  0.10236,  0.00787,  0.99213,  1.00, -0.22835, -0.0315,  0.97638,  1.00,  0.84196,  0.19086,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.59608,  0.35686,  0.04706,  0.00
79, 5616, -3.03811,  125.67716,  7.69770E-15, -0.83465, -0.25197, -0.48819,  1.00, -0.22835, -0.0315,  0.9685, -1.00,  0.84196,  0.22239,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.58431,  0.30196,  0.06667,  0.04706
80, 5615, -0.60354,  126.71532,  0.64614,  0.11024,  0.0315,  0.99213,  1.00, -0.22047, -0.06299,  0.97638, -1.00,  0.85009,  0.19121,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.56863,  0.39608,  0.03529,  0.00
81, 5616, -3.03811,  125.67716,  7.69770E-15, -0.83465, -0.25197, -0.48819,  1.00, -0.22835, -0.0315,  0.9685, -1.00,  0.84196,  0.22239,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.58431,  0.30196,  0.06667,  0.04706
82, 5617, -0.4769,  125.67629,  0.64614,  0.10236,  0.00787,  0.99213,  1.00, -0.22835, -0.0315,  0.97638,  1.00,  0.84196,  0.19086,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.59608,  0.35686,  0.04706,  0.00
83, 5618, -2.96706,  124.88559,  7.64841E-15, -0.96063,  0.27559,  0.00,  1.00, -0.23622,  0.03937,  0.9685,  1.00,  0.83475,  0.22122,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.61569,  0.26667,  0.05882,  0.05882
84, 5619, -0.5933,  124.72113,  0.64614,  0.10236,  0.00787,  0.99213,  1.00, -0.23622,  0.0315,  0.9685,  1.00,  0.83475,  0.19086,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.61176,  0.32549,  0.06275,  0.00
85, 5618, -2.96706,  124.88559,  7.64841E-15, -0.96063,  0.27559,  0.00,  1.00, -0.23622,  0.03937,  0.9685,  1.00,  0.83475,  0.22122,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.61569,  0.26667,  0.05882,  0.05882
86, 5617, -0.4769,  125.67629,  0.64614,  0.10236,  0.00787,  0.99213,  1.00, -0.22835, -0.0315,  0.97638,  1.00,  0.84196,  0.19086,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.59608,  0.35686,  0.04706,  0.00
87, 5618, -2.96706,  124.88559,  7.64841E-15, -0.96063,  0.27559,  0.00,  1.00, -0.23622,  0.03937,  0.9685,  1.00,  0.83475,  0.22122,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 11, 13, 10, 12,  0.61569,  0.26667,  0.05882,  0.05882
88, 5619, -0.5933,  124.72113,  0.64614,  0.10236,  0.00787,  0.99213,  1.00, -0.23622,  0.0315,  0.9685,  1.00,  0.83475,  0.19086,  1.00,  1.00,  1.00,  1.00,  1.00,  0.49804, 8, 10, 9, 0,  0.61176,  0.32549,  0.06275,  0.00
