VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
11, 3, -0.80089, -20.7239,  1.38642, -0.43307, -0.59055,  0.67717,  1.00, -0.43307, -0.59055,  0.67717,  1.00,  0.84413,  0.25645,  0.92467,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
12, 6, -1.38718, -20.7239,  0.80013, -0.71654, -0.59055,  0.37008,  1.00, -0.71654, -0.59055,  0.37008,  1.00,  0.84478,  0.26647,  0.92471,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
13, 7, -1.60178, -18.74113, -0.00076, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00,  0.00,  1.00,  0.82009,  0.27648,  0.92349,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
14, 5, -1.38718, -18.74113,  0.80013, -0.86614,  0.00,  0.50394,  1.00, -0.86614,  0.00,  0.50394,  1.00,  0.82021,  0.26647,  0.9235,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
15, 8, -1.60178, -20.7239, -0.00076, -0.80315, -0.59055, -0.03937,  1.00, -0.80315, -0.59055, -0.03937,  1.00,  0.84454,  0.27648,  0.92469,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
16, 9, -1.38718, -18.74113, -0.80165, -0.86614,  0.00, -0.50394,  1.00, -0.86614,  0.00, -0.50394,  1.00,  0.82041,  0.28649,  0.92351,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
17, 7, -1.60178, -18.74113, -0.00076, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00,  0.00,  1.00,  0.82009,  0.27648,  0.92349,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
18, 8, -1.60178, -20.7239, -0.00076, -0.80315, -0.59055, -0.03937,  1.00, -0.80315, -0.59055, -0.03937,  1.00,  0.84454,  0.27648,  0.92469,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
19, 7, -1.60178, -18.74113, -0.00076, -1.00,  0.00,  0.00,  1.00, -1.00,  0.00,  0.00,  1.00,  0.82009,  0.27648,  0.92349,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
20, 6, -1.38718, -20.7239,  0.80013, -0.71654, -0.59055,  0.37008,  1.00, -0.71654, -0.59055,  0.37008,  1.00,  0.84478,  0.26647,  0.92471,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
21, 6, -1.38718, -20.7239,  0.80013, -0.71654, -0.59055,  0.37008,  1.00, -0.71654, -0.59055,  0.37008,  1.00,  0.84478,  0.26647,  0.92471,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
22, 10, -1.21316, -20.79106,  0.69966, -0.67717, -0.59055,  0.43307,  1.00, -0.67717, -0.59055,  0.43307,  1.00,  0.85264,  0.26647,  0.92509,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
23, 8, -1.60178, -20.7239, -0.00076, -0.80315, -0.59055, -0.03937,  1.00, -0.80315, -0.59055, -0.03937,  1.00,  0.84454,  0.27648,  0.92469,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
24, 6, -1.38718, -20.7239,  0.80013, -0.71654, -0.59055,  0.37008,  1.00, -0.71654, -0.59055,  0.37008,  1.00,  0.84478,  0.26647,  0.92471,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25, 11, -0.70042, -20.79106,  1.2124, -0.37008, -0.59055,  0.71654,  1.00, -0.37008, -0.59055,  0.71654,  1.00,  0.85264,  0.25645,  0.92509,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
26, 10, -1.21316, -20.79106,  0.69966, -0.67717, -0.59055,  0.43307,  1.00, -0.67717, -0.59055,  0.43307,  1.00,  0.85264,  0.26647,  0.92509,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
27, 12, -0.80089, -20.7239,  1.38642, -0.43307, -0.59055,  0.67717,  1.00, -0.43307, -0.59055,  0.67717,  1.00,  0.84516,  0.25645,  0.92472,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
28, 11, -0.70042, -20.79106,  1.2124, -0.37008, -0.59055,  0.71654,  1.00, -0.37008, -0.59055,  0.71654,  1.00,  0.85264,  0.25645,  0.92509,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
29, 6, -1.38718, -20.7239,  0.80013, -0.71654, -0.59055,  0.37008,  1.00, -0.71654, -0.59055,  0.37008,  1.00,  0.84478,  0.26647,  0.92471,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
30, 13,  1.41531E-15, -20.7239,  1.60102, -0.03937, -0.59055,  0.80315,  1.00, -0.03937, -0.59055,  0.80315,  1.00,  0.84591,  0.24644,  0.92476,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
31, 14,  1.27722E-15, -20.79106,  1.40008,  0.03937, -0.59055,  0.80315,  1.00,  0.03937, -0.59055,  0.80315,  1.00,  0.85242,  0.24644,  0.92508,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
32, 12, -0.80089, -20.7239,  1.38642, -0.43307, -0.59055,  0.67717,  1.00, -0.43307, -0.59055,  0.67717,  1.00,  0.84516,  0.25645,  0.92472,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
33, 12, -0.80089, -20.7239,  1.38642, -0.43307, -0.59055,  0.67717,  1.00, -0.43307, -0.59055,  0.67717,  1.00,  0.84516,  0.25645,  0.92472,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
34, 14,  1.27722E-15, -20.79106,  1.40008,  0.03937, -0.59055,  0.80315,  1.00,  0.03937, -0.59055,  0.80315,  1.00,  0.85242,  0.24644,  0.92508,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
35, 11, -0.70042, -20.79106,  1.2124, -0.37008, -0.59055,  0.71654,  1.00, -0.37008, -0.59055,  0.71654,  1.00,  0.85264,  0.25645,  0.92509,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
36, 14,  1.27722E-15, -20.79106,  1.40008,  0.03937, -0.59055,  0.80315,  1.00,  0.03937, -0.59055,  0.80315,  1.00,  0.85242,  0.24644,  0.92508,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
37, 15,  1.27722E-15, -21.7275,  1.40008, -0.04724,  0.6378,  0.76378,  1.00, -0.04724,  0.6378,  0.76378,  1.00,  0.87195,  0.24644,  0.92604,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
38, 11, -0.70042, -20.79106,  1.2124, -0.37008, -0.59055,  0.71654,  1.00, -0.37008, -0.59055,  0.71654,  1.00,  0.85264,  0.25645,  0.92509,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
39, 11, -0.70042, -20.79106,  1.2124, -0.37008, -0.59055,  0.71654,  1.00, -0.37008, -0.59055,  0.71654,  1.00,  0.85264,  0.25645,  0.92509,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
40, 15,  1.27722E-15, -21.7275,  1.40008, -0.04724,  0.6378,  0.76378,  1.00, -0.04724,  0.6378,  0.76378,  1.00,  0.87195,  0.24644,  0.92604,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
41, 16, -0.70042, -21.7275,  1.2124, -0.4252,  0.6378,  0.6378,  1.00, -0.4252,  0.6378,  0.6378,  1.00,  0.87195,  0.25645,  0.92604,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
42, 11, -0.70042, -20.79106,  1.2124, -0.37008, -0.59055,  0.71654,  1.00, -0.37008, -0.59055,  0.71654,  1.00,  0.85264,  0.25645,  0.92509,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
43, 16, -0.70042, -21.7275,  1.2124, -0.4252,  0.6378,  0.6378,  1.00, -0.4252,  0.6378,  0.6378,  1.00,  0.87195,  0.25645,  0.92604,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
44, 10, -1.21316, -20.79106,  0.69966, -0.67717, -0.59055,  0.43307,  1.00, -0.67717, -0.59055,  0.43307,  1.00,  0.85264,  0.26647,  0.92509,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
45, 17,  1.87801E-15, -21.89426,  2.20885,  0.04724,  0.6378,  0.76378,  1.00, -0.01575,  0.97638,  0.20472, -1.00,  0.87945,  0.24644,  0.92641,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
46, 16, -0.70042, -21.7275,  1.2124, -0.4252,  0.6378,  0.6378,  1.00, -0.4252,  0.6378,  0.6378,  1.00,  0.87195,  0.25645,  0.92604,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
47, 15,  1.27722E-15, -21.7275,  1.40008, -0.04724,  0.6378,  0.76378,  1.00, -0.04724,  0.6378,  0.76378,  1.00,  0.87195,  0.24644,  0.92604,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
48, 18, -1.10481, -21.89426,  1.91282, -0.34646,  0.6378,  0.68504,  1.00, -0.11811,  0.97638,  0.16535, -1.00,  0.87945,  0.25645,  0.92641,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
49, 16, -0.70042, -21.7275,  1.2124, -0.4252,  0.6378,  0.6378,  1.00, -0.4252,  0.6378,  0.6378,  1.00,  0.87195,  0.25645,  0.92604,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
50, 17,  1.87801E-15, -21.89426,  2.20885,  0.04724,  0.6378,  0.76378,  1.00, -0.01575,  0.97638,  0.20472, -1.00,  0.87945,  0.24644,  0.92641,  0.93209,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
51, 18, -1.10481, -21.89426,  1.91282, -0.34646,  0.6378,  0.68504,  1.00, -0.11811,  0.97638,  0.16535, -1.00,  0.87945,  0.25645,  0.92641,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
52, 19, -1.21316, -21.7275,  0.69966, -0.68504,  0.6378,  0.34646,  1.00, -0.68504,  0.6378,  0.34646,  1.00,  0.87359,  0.26647,  0.92612,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
53, 16, -0.70042, -21.7275,  1.2124, -0.4252,  0.6378,  0.6378,  1.00, -0.4252,  0.6378,  0.6378,  1.00,  0.87195,  0.25645,  0.92604,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
54, 20, -1.91358, -21.89426,  1.10405, -0.6378,  0.6378,  0.4252,  1.00, -0.1811,  0.97638,  0.08661, -1.00,  0.87855,  0.26647,  0.92637,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
55, 19, -1.21316, -21.7275,  0.69966, -0.68504,  0.6378,  0.34646,  1.00, -0.68504,  0.6378,  0.34646,  1.00,  0.87359,  0.26647,  0.92612,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
56, 18, -1.10481, -21.89426,  1.91282, -0.34646,  0.6378,  0.68504,  1.00, -0.11811,  0.97638,  0.16535, -1.00,  0.87945,  0.25645,  0.92641,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
57, 10, -1.21316, -20.79106,  0.69966, -0.67717, -0.59055,  0.43307,  1.00, -0.67717, -0.59055,  0.43307,  1.00,  0.85264,  0.26647,  0.92509,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
58, 16, -0.70042, -21.7275,  1.2124, -0.4252,  0.6378,  0.6378,  1.00, -0.4252,  0.6378,  0.6378,  1.00,  0.87195,  0.25645,  0.92604,  0.93259,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
59, 21, -1.21316, -21.7275,  0.69966, -0.68504,  0.6378,  0.34646,  1.00, -0.68504,  0.6378,  0.34646,  1.00,  0.87052,  0.26647,  0.92597,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
60, 20, -1.91358, -21.89426,  1.10405, -0.6378,  0.6378,  0.4252,  1.00, -0.1811,  0.97638,  0.08661, -1.00,  0.87855,  0.26647,  0.92637,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
61, 22, -1.40084, -21.7275, -0.00076, -0.76378,  0.6378, -0.04724,  1.00, -0.76378,  0.6378, -0.04724,  1.00,  0.87414,  0.27648,  0.92615,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
62, 19, -1.21316, -21.7275,  0.69966, -0.68504,  0.6378,  0.34646,  1.00, -0.68504,  0.6378,  0.34646,  1.00,  0.87359,  0.26647,  0.92612,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
63, 23, -2.20961, -21.89426, -0.00076, -0.76378,  0.6378,  0.04724,  1.00, -0.20472,  0.97638, -0.01575, -1.00,  0.87779,  0.27648,  0.92633,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
64, 22, -1.40084, -21.7275, -0.00076, -0.76378,  0.6378, -0.04724,  1.00, -0.76378,  0.6378, -0.04724,  1.00,  0.87414,  0.27648,  0.92615,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
65, 20, -1.91358, -21.89426,  1.10405, -0.6378,  0.6378,  0.4252,  1.00, -0.1811,  0.97638,  0.08661, -1.00,  0.87855,  0.26647,  0.92637,  0.93308,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
66, 23, -2.20961, -21.89426, -0.00076, -0.76378,  0.6378,  0.04724,  1.00, -0.20472,  0.97638, -0.01575, -1.00,  0.87779,  0.27648,  0.92633,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
67, 24, -1.21316, -21.7275, -0.70118, -0.6378,  0.6378, -0.4252,  1.00, -0.6378,  0.6378, -0.4252,  1.00,  0.87367,  0.28649,  0.92613,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
68, 22, -1.40084, -21.7275, -0.00076, -0.76378,  0.6378, -0.04724,  1.00, -0.76378,  0.6378, -0.04724,  1.00,  0.87414,  0.27648,  0.92615,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
69, 25, -1.91358, -21.89426, -1.10557, -0.68504,  0.6378, -0.34646,  1.00, -0.16535,  0.97638, -0.11811, -1.00,  0.87855,  0.28649,  0.92637,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
70, 24, -1.21316, -21.7275, -0.70118, -0.6378,  0.6378, -0.4252,  1.00, -0.6378,  0.6378, -0.4252,  1.00,  0.87367,  0.28649,  0.92613,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
71, 23, -2.20961, -21.89426, -0.00076, -0.76378,  0.6378,  0.04724,  1.00, -0.20472,  0.97638, -0.01575, -1.00,  0.87779,  0.27648,  0.92633,  0.93357,  1.00,  1.00,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
72, 25, -1.91358, -21.89426, -1.10557, -0.68504,  0.6378, -0.34646,  1.00, -0.16535,  0.97638, -0.11811, -1.00,  0.87855,  0.28649,  0.92637,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
73, 26, -0.70042, -21.7275, -1.21392, -0.34646,  0.6378, -0.68504,  1.00, -0.34646,  0.6378, -0.68504,  1.00,  0.87266,  0.2965,  0.92608,  0.93456,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
74, 24, -1.21316, -21.7275, -0.70118, -0.6378,  0.6378, -0.4252,  1.00, -0.6378,  0.6378, -0.4252,  1.00,  0.87367,  0.28649,  0.92613,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
75, 27, -1.10481, -21.89426, -1.91434, -0.4252,  0.6378, -0.6378,  1.00, -0.08661,  0.97638, -0.1811, -1.00,  0.87945,  0.2965,  0.92641,  0.93456,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
76, 26, -0.70042, -21.7275, -1.21392, -0.34646,  0.6378, -0.68504,  1.00, -0.34646,  0.6378, -0.68504,  1.00,  0.87266,  0.2965,  0.92608,  0.93456,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
77, 25, -1.91358, -21.89426, -1.10557, -0.68504,  0.6378, -0.34646,  1.00, -0.16535,  0.97638, -0.11811, -1.00,  0.87855,  0.28649,  0.92637,  0.93407,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
78, 27, -1.10481, -21.89426, -1.91434, -0.4252,  0.6378, -0.6378,  1.00, -0.08661,  0.97638, -0.1811, -1.00,  0.87945,  0.2965,  0.92641,  0.93456,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
79, 28, -5.89070E-16, -21.7275, -1.4016,  0.04724,  0.6378, -0.76378,  1.00,  0.04724,  0.6378, -0.76378,  1.00,  0.87195,  0.30651,  0.92604,  0.93505,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
80, 26, -0.70042, -21.7275, -1.21392, -0.34646,  0.6378, -0.68504,  1.00, -0.34646,  0.6378, -0.68504,  1.00,  0.87266,  0.2965,  0.92608,  0.93456,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
81, 29, -1.06579E-15, -21.89426, -2.21037, -0.04724,  0.6378, -0.76378,  1.00,  0.01575,  0.97638, -0.20472, -1.00,  0.87945,  0.30651,  0.92641,  0.93505,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
82, 28, -5.89070E-16, -21.7275, -1.4016,  0.04724,  0.6378, -0.76378,  1.00,  0.04724,  0.6378, -0.76378,  1.00,  0.87195,  0.30651,  0.92604,  0.93505,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
83, 27, -1.10481, -21.89426, -1.91434, -0.4252,  0.6378, -0.6378,  1.00, -0.08661,  0.97638, -0.1811, -1.00,  0.87945,  0.2965,  0.92641,  0.93456,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
84, 29, -1.06579E-15, -21.89426, -2.21037, -0.04724,  0.6378, -0.76378,  1.00,  0.01575,  0.97638, -0.20472, -1.00,  0.87945,  0.30651,  0.92641,  0.93505,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
85, 30,  0.70042, -21.7275, -1.21392,  0.4252,  0.6378, -0.6378,  1.00,  0.4252,  0.6378, -0.6378,  1.00,  0.87249,  0.31652,  0.92607,  0.93555,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
86, 28, -5.89070E-16, -21.7275, -1.4016,  0.04724,  0.6378, -0.76378,  1.00,  0.04724,  0.6378, -0.76378,  1.00,  0.87195,  0.30651,  0.92604,  0.93505,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
87, 31,  1.10481, -21.89426, -1.91434,  0.34646,  0.6378, -0.68504,  1.00,  0.11811,  0.97638, -0.16535, -1.00,  0.87942,  0.31652,  0.92641,  0.93555,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
88, 30,  0.70042, -21.7275, -1.21392,  0.4252,  0.6378, -0.6378,  1.00,  0.4252,  0.6378, -0.6378,  1.00,  0.87249,  0.31652,  0.92607,  0.93555,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
89, 29, -1.06579E-15, -21.89426, -2.21037, -0.04724,  0.6378, -0.76378,  1.00,  0.01575,  0.97638, -0.20472, -1.00,  0.87945,  0.30651,  0.92641,  0.93505,  0.99608,  1.00,  0.99608,  0.49412, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
