VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
65, 4845, -1.65635,  24.58287,  1.50527E-15, -1.00,  0.00,  0.00,  1.00, -0.53543,  0.00,  0.84252,  1.00,  0.62639,  0.21269,  0.93893,  0.91535,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
66, 4847, -1.30751,  24.58287,  0.22248, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.62639,  0.18796,  0.93893,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
67, 4846,  0.00,  22.10995,  0.42316,  0.00,  0.00,  1.00,  1.00, -0.14961,  0.00,  0.99213,  1.00,  0.64018,  0.14259,  0.93871,  0.91648,  1.00,  1.00,  1.00,  0.49804, 4, 3, 5, 2,  0.42745,  0.28627,  0.27451,  0.01176
68, 4844, -1.31487,  22.09976,  0.22258, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.64023,  0.18796,  0.93871,  0.91575,  1.00,  1.00,  1.00,  0.49804, 4, 3, 5, 2,  0.42745,  0.28627,  0.27451,  0.01176
69, 4845, -1.65635,  24.58287,  1.50527E-15, -1.00,  0.00,  0.00,  1.00, -0.53543,  0.00,  0.84252,  1.00,  0.62639,  0.21269,  0.93893,  0.91535,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
70, 4848, -1.64699,  27.06598,  1.65731E-15, -1.00,  0.00,  0.00,  1.00, -0.53543,  0.00,  0.84252,  1.00,  0.61255,  0.21269,  0.93916,  0.91535,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
71, 4847, -1.30751,  24.58287,  0.22248, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.62639,  0.18796,  0.93893,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
72, 4849,  0.00,  24.59306,  0.42299,  0.00,  0.00,  1.00,  1.00, -0.14961,  0.00,  0.99213,  1.00,  0.62633,  0.1426,  0.93893,  0.91648,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
73, 4846,  0.00,  22.10995,  0.42316,  0.00,  0.00,  1.00,  1.00, -0.14961,  0.00,  0.99213,  1.00,  0.64018,  0.14259,  0.93871,  0.91648,  1.00,  1.00,  1.00,  0.49804, 4, 3, 5, 2,  0.42745,  0.28627,  0.27451,  0.01176
74, 4847, -1.30751,  24.58287,  0.22248, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.62639,  0.18796,  0.93893,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
75, 4847, -1.30751,  24.58287,  0.22248, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.62639,  0.18796,  0.93893,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
76, 4848, -1.64699,  27.06598,  1.65731E-15, -1.00,  0.00,  0.00,  1.00, -0.53543,  0.00,  0.84252,  1.00,  0.61255,  0.21269,  0.93916,  0.91535,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
77, 4850, -1.30015,  27.06598,  0.22237, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.61255,  0.18796,  0.93916,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
78, 4847, -1.30751,  24.58287,  0.22248, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.62639,  0.18796,  0.93893,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
79, 4850, -1.30015,  27.06598,  0.22237, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.61255,  0.18796,  0.93916,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
80, 4849,  0.00,  24.59306,  0.42299,  0.00,  0.00,  1.00,  1.00, -0.14961,  0.00,  0.99213,  1.00,  0.62633,  0.1426,  0.93893,  0.91648,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
81, 4851, -1.63763,  29.5491,  1.80936E-15, -1.00,  0.00,  0.00,  1.00, -0.54331,  0.00,  0.84252,  1.00,  0.5987,  0.21269,  0.93938,  0.91535,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.43137,  0.35686,  0.13725,  0.07451
82, 4850, -1.30015,  27.06598,  0.22237, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.61255,  0.18796,  0.93916,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
83, 4848, -1.64699,  27.06598,  1.65731E-15, -1.00,  0.00,  0.00,  1.00, -0.53543,  0.00,  0.84252,  1.00,  0.61255,  0.21269,  0.93916,  0.91535,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
84, 4849,  0.00,  24.59306,  0.42299,  0.00,  0.00,  1.00,  1.00, -0.14961,  0.00,  0.99213,  1.00,  0.62633,  0.1426,  0.93893,  0.91648,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.34902,  0.31765,  0.30588,  0.02745
85, 4850, -1.30015,  27.06598,  0.22237, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.61255,  0.18796,  0.93916,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
86, 4852,  0.00,  27.07618,  0.42282,  0.00,  0.00,  1.00,  1.00, -0.14961,  0.00,  0.99213,  1.00,  0.61249,  0.14261,  0.93916,  0.91648,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
87, 4853, -1.29279,  29.5491,  0.22226, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.5987,  0.18796,  0.93938,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.43137,  0.35686,  0.13725,  0.07451
88, 4850, -1.30015,  27.06598,  0.22237, -0.35433,  0.00,  0.93701,  1.00, -0.35433,  0.00,  0.93701,  1.00,  0.61255,  0.18796,  0.93916,  0.91575,  1.00,  1.00,  1.00,  0.49804, 3, 5, 4, 2,  0.39608,  0.3451,  0.21176,  0.04706
